feature,pvalue,tstat
PosteriorLimbInternalCapsuleLeft_rd,0.002142627976887289,-3.166524597043023
ExternalCapsuleLeft_rd,0.028949932657617455,-2.221853866115364
MiddleCerebellarPeduncleLeft_rd,0.006740482429927933,-2.777417823073211
FornixLeft_rd,0.022255607164979527,-2.328580592510346
BodyCorpusCallosumLeft_rd,0.023501358554178196,-2.3067488392545075
SpleniumCorpusCallosumLeft_rd,0.03182485582047297,-2.182582312430139
THALAMUS left_rd,0.0050513533799039145,-2.878613318693216
MIDBRAIN left_rd,0.04071921460667563,-2.0780716457459496
MEDULLA left_rd,0.00848893538080699,-2.694709387348635
CINGULATE GYRUS right (gm)_rd,0.007675807209495661,-2.731024399162994
INFERIOR FRONTAL GYRUS right (gm)_rd,0.03210510305278021,-2.17892192238686
PARAHIPPOCAMPAL GYRUS right (gm)_rd,0.04716900042517509,-2.014028943825286
LATERAL FRONTO-ORBITAL GYRUS right   (gm)_rd,0.018593434004294657,-2.39969419996328
MIDDLE FRONTO-ORBITAL GYRUS right   (gm)_rd,0.043282397158102115,-2.0516432574396304
GYRUS RECTUS right  (gm)_rd,0.0017745539259671483,-3.2275117720369995
INSULAR right   (gm)_rd,0.04096303228991655,-2.075496947729368
HIPPOCAMPUS right_rd,0.04505690536948093,-2.034124693246934
CorticospinalTractRight_rd,0.04937149493076144,-1.9938773965967729
InferiorCerebellarPeduncleRight_rd,0.0018645011889315477,-3.211586001743113
MedialLemniscusRight_rd,0.023021138823433117,-2.3150406744499272
CerebralPeduncleRight_rd,0.020540282825618508,-2.360483366961882
AnteriorLimbInternalCapsuleRight_rd,0.02155260543877257,-2.34138259436323
PosteriorLimbInternalCapsuleRight_rd,0.002493871447858133,-3.116844747695277
AnteriorCoronaRadiataRight_rd,0.046810047465403196,-2.0173891236567267
InferiorFronto-occipitalFasciculusRight_rd,0.02649411413963102,-2.258206687300682
MiddleCerebellarPeduncleRight_rd,0.030210998040991956,-2.20422608708931
FornixRight_rd,0.007828437856004993,-2.7239486530843657
GenuCorpusCallosumRight_rd,0.016616398708424497,-2.4434500830138854
BodyCorpusCallosumRight_rd,0.025738290660833666,-2.269991380800394
SpleniumCorpusCallosumRight_rd,0.023217611911124543,-2.3116299186756586
RetrolenticularInternalCapsuleRight_rd,0.04992383549469343,-1.988944470386295
THALAMUS right_rd,0.010286946847720304,-2.624495480951887
MIDBRAIN right_rd,0.03226846764845537,-2.176801008931635
MEDULLA right_rd,0.0045687778623986295,-2.913284675333333
Nucleus accumbens right_rd,0.007951477669990157,-2.7183356757071833
Hypothalamus C left_rd,0.04019344487315195,-2.083669314440849
Hypothalamus C right_rd,0.03723178332462795,-2.116436951978695
Hypothalamus D left_rd,0.011123983775569914,-2.595541664388949
Hypothalamus D right_rd,0.018509615597916432,-2.401463074744192
LVL_bodyRight_rd,0.02246757474308527,-2.3247907952938993
ICP-cerebellumLeft_rd,0.003453635894356329,-3.0084969699145847
ICP-cerebellumRight_rd,0.013380913157035008,-2.5262930871529807
CerebellumBranch-ALeft_rd,0.04718662011868083,-2.013864569169289
PARAHIPPOCAMPAL GYRUS left (gm)_vl,0.03682526247118306,-2.12110937134958
SUPERIOR OCCIPITAL GYRUS left (gm)_vl,0.03736882944847658,-2.1148717486030275
InferiorCerebellarPeduncleLeft_vl,0.0006509033387976898,3.540421515811421
MedialLemniscusLeft_vl,0.01698119295539141,2.435038763744371
CerebralPeduncleLeft_vl,0.0012897973771270103,3.329087787340498
FornixStriaTerminalisLeft_vl,0.0452109224128565,2.032632277793279
PUTAMEN left_vl,0.013578952409073058,2.520730943731923
MIDDLE FRONTO-ORBITAL GYRUS right   (gm)_vl,0.036414941929485,2.1258710228998177
GYRUS RECTUS right  (gm)_vl,0.03286082512665487,2.16918830867361
InferiorCerebellarPeduncleRight_vl,0.009689943145298092,2.64648041257738
MedialLemniscusRight_vl,0.003726299016890626,2.9828399240511745
TapatumRight_vl,0.015914057392109323,-2.460120146345587
PUTAMEN right_vl,0.011694611608562524,2.576912299741631
THALAMUS right_vl,0.04406592119917124,2.0438333798065416
MEDULLA right_vl,0.0006744208090219246,3.529651414002846
Hypothalamus A left_vl,0.0229681312347935,2.3159652877922077
Hypothalamus C right_vl,0.04123850817844307,2.072603793085011
Hypothalamus D right_vl,0.029349268703275012,2.216200225515607
LVL_bodyRight_vl,0.01919351646888509,-2.387233639913574
ICP-cerebellumLeft_vl,0.0071967759994934375,2.7540969064774923
CerebellumBranch-BLeft_vl,0.0031385706591468806,3.04059268898235
CerebellumBranch-BRight_vl,0.04090044393408572,2.0761566129419964
