feature,pvalue,tstat
ANGULAR GYRUS left (gm)_md,8.41161153237794e-05,-4.389193371114903
PRE-CUNEUS left (gm)_md,0.0032310396339884848,-3.138353969555109
CUNEUS left (gm)_md,0.006514290790045761,-2.874901692815176
FUSIFORM GYRUS left  (gm)_md,0.004791994023421369,-2.9916290516345745
SUPERIOR OCCIPITAL GYRUS left (gm)_md,0.004752364210554636,-2.9947552093766587
MIDDLE OCCIPITAL GYRUS (gm)_md,0.003106074985467099,-3.152860947214216
ENTORHINAL AREA  (gm)_md,0.039511406338391286,-2.1302823831943245
SUPERIOR TEMPORAL GYRUS (gm)_md,0.011953900730131832,-2.63681511951916
INFERIOR TEMPORAL GYRUS (gm)_md,0.005598817793426023,-2.9327560660067444
MIDDLE TEMPORAL GYRUS (gm)_md,0.005556168808628451,-2.935662409832418
LATERAL FRONTO-ORBITAL GYRUS (gm)_md,0.010104774964907704,-2.703787618409116
MIDDLE FRONTO-ORBITAL GYRUS (gm)_md,0.009545076036428892,-2.726302954308612
SUPRAMARGINAL GYRUS (gm)_md,0.00013806158210953438,-4.227087706372035
GYRUS RECTUS (gm)_md,0.045850145010302316,-2.062653008728033
INSULAR (gm)_md,0.017477871357770697,-2.482015324203982
HIPPOCAMPUS_md,0.04826276778662234,-2.039054025238328
PosteriorThalamicRadiationLeft_md,0.013821106537356158,-2.5782520631898254
AnteriorCoronaRadiataLeft_md,0.0005469634034699048,-3.7663076568811396
SuperiorCoronaRadiataLeft_md,0.0013685472437944546,-3.4479696616739566
PosteriorCoronaRadiataLeft_md,0.02397669749604735,-2.349135425405294
CingulumLeft_md,0.0006124416528369992,-3.7276287058615813
SuperiorLongitudinalFasciculusLeft_md,0.002110453013220863,-3.293444519718145
SagittalStratumLeft_md,0.0058496796404784125,-2.916069432829116
ExternalCapsuleLeft_md,0.010953368262299193,-2.6717591776171976
GenuCorpusCallosumLeft_md,0.007750273317498804,-2.8078158091852714
BodyCorpusCallosumLeft_md,0.02208022263204018,-2.384154696859522
SpleniumCorpusCallosumLeft_md,0.04604857398860125,-2.06067162207286
TapatumLeft_md,0.019129981289350874,-2.444452489710442
CAUDATE NUCLEUS left_md,0.0059363990497103255,-2.9104566547451496
THALAMUS left_md,0.034327493607961175,-2.1931218180683945
SUPERIOR PARIETAL GYRUS right (gm)_md,0.026327411091041586,-2.3090374840491403
CINGULATE GYRUS right (gm)_md,0.0015318587654226592,-3.4080396953988346
SUPERIOR FRONTAL GYRUS right (gm)_md,0.0017358256183837308,-3.363533107212312
MIDDLE FRONTAL GYRUS right (gm)_md,0.00024106186116473055,-4.042587590135824
INFERIOR FRONTAL GYRUS right (gm)_md,0.0013166478763248068,-3.4616192457880772
PRECENTRAL GYRUS right (gm)_md,0.040852125666784776,-2.1152206639142626
POSTCENTRAL GYRUS right (gm)_md,0.03422303855651273,-2.1944723042862533
ANGULAR GYRUS right  (gm)_md,0.01018422258152235,-2.700685616983805
PRE-CUNEUS right  (gm)_md,0.006070342024612409,-2.9019364052463716
CUNEUS right  (gm)_md,0.04233470547100862,-2.099063648778485
SUPERIOR OCCIPITAL GYRUS right  (gm)_md,0.005316264157166025,-2.9524111627586285
INFERIOR TEMPORAL GYRUS right   (gm)_md,0.03939996345707525,-2.1315545218312866
MIDDLE TEMPORAL GYRUS right   (gm)_md,0.006119145008968451,-2.898875658000541
LATERAL FRONTO-ORBITAL GYRUS right   (gm)_md,0.012793459964178437,-2.6095130214160975
MIDDLE FRONTO-ORBITAL GYRUS right   (gm)_md,0.003914964571522882,-3.0672899485233454
SUPRAMARGINAL GYRUS right  (gm)_md,0.013603959113002015,-2.5846755867324207
GYRUS RECTUS right  (gm)_md,0.0008905590766762616,-3.598467424831852
AMYGDALA right_md,0.02429417823258426,-2.3435185907274607
HIPPOCAMPUS right_md,0.029245721552174305,-2.2635066169226543
AnteriorCoronaRadiataRight_md,0.0009574889920001838,-3.5732630770912825
SuperiorCoronaRadiataRight_md,0.007762524956680947,-2.807202205445957
PosteriorCoronaRadiataRight_md,0.032197099263097204,-2.2214174545097474
CingulumRight_md,0.00019157848187356238,-4.118945078263747
SuperiorLongitudinalFasciculusRight_md,0.025688035519339073,-2.31961462058792
SagittalStratumRight_md,0.014041911569636899,-2.571814551323618
UncinateFasciculusRight_md,0.021784454532304917,-2.3898592796374016
GenuCorpusCallosumRight_md,0.011999393437798447,-2.6352911650418003
BodyCorpusCallosumRight_md,0.035178554435154503,-2.1822524198046036
SpleniumCorpusCallosumRight_md,0.03605552694633458,-2.1712932844293844
CAUDATE NUCLEUS right_md,0.007387261027692573,-2.826419092287301
THALAMUS right_md,0.014455950939326645,-2.5599895146621106
Hypothalamus D right_md,0.01685441909585589,-2.497035366312899
Hypothalamus F right_md,0.0005015419166768555,-3.795866272903538
LVL_temporalLeft_md,0.04788487247583502,-2.0426813423077768
LVL_temporalRight_md,0.03453286533441336,-2.1904771929701328
SLF-tLeft_md,0.0011076041858862828,-3.5223932691432775
SLFF-tRight_md,0.008133706056673183,-2.789026693352451
SUPERIOR PARIETAL GYRUS left  (gm)_rd,0.0031454502051105233,-3.148231216689818
CINGULATE GYRUS left  (gm)_rd,0.0004370683687819987,-3.8426126039240334
SUPERIOR FRONTAL GYRUS left (gm)_rd,0.0006966161495858704,-3.6833948096735782
MIDDLE FRONTAL GYRUS left (gm)_rd,8.23248648732786e-05,-4.396198919683485
INFERIOR FRONTAL GYRUS left (gm)_rd,0.00016093750084526857,-4.1765793708082235
PRECENTRAL GYRUS left (gm)_rd,0.004455593813843375,-3.018976401306575
POSTCENTRAL GYRUS left (gm)_rd,0.02461724762292614,-2.3378703112370074
ANGULAR GYRUS left (gm)_rd,0.00018146881014596844,-4.136899103675609
PRE-CUNEUS left (gm)_rd,0.0008497248975680457,-3.6147560517646786
CUNEUS left (gm)_rd,0.004540934220958996,-3.0118594787966635
FUSIFORM GYRUS left  (gm)_rd,0.0016289145994798152,-3.3861977866083603
PARAHIPPOCAMPAL GYRUS left (gm)_rd,0.04136186606302612,-2.1096082226656856
SUPERIOR OCCIPITAL GYRUS left (gm)_rd,0.0056460978644631826,-2.929558277946735
MIDDLE OCCIPITAL GYRUS (gm)_rd,0.0015098976229255053,-3.4131652475693013
ENTORHINAL AREA  (gm)_rd,0.04208413771445208,-2.1017590141083446
SUPERIOR TEMPORAL GYRUS (gm)_rd,0.006532673306585842,-2.873819788256823
INFERIOR TEMPORAL GYRUS (gm)_rd,0.002283628835526544,-3.2649758468780608
MIDDLE TEMPORAL GYRUS (gm)_rd,0.004803453891092168,-2.9907295797894538
LATERAL FRONTO-ORBITAL GYRUS (gm)_rd,0.007371651318553968,-2.827237995281046
MIDDLE FRONTO-ORBITAL GYRUS (gm)_rd,0.008187226636898057,-2.7864698441737046
SUPRAMARGINAL GYRUS (gm)_rd,8.86213526031044e-05,-4.372200545783821
GYRUS RECTUS (gm)_rd,0.03619409410291682,-2.169583319711573
INSULAR (gm)_rd,0.013986063608801846,-2.5734339682657184
AMYGDALA_rd,0.029404332908930988,-2.2611503346988693
HIPPOCAMPUS_rd,0.041942376578447224,-2.103290196196284
PosteriorThalamicRadiationLeft_rd,0.012204242889586355,-2.628494165459947
AnteriorCoronaRadiataLeft_rd,0.0004387238368299437,-3.841330928956559
SuperiorCoronaRadiataLeft_rd,0.0007020309107020692,-3.680728952231915
PosteriorCoronaRadiataLeft_rd,0.01088059275197366,-2.6744144132447274
CingulumLeft_rd,0.001450458939422889,-3.4274039830648215
FornixStriaTerminalisLeft_rd,0.008708775706115737,-2.762335773213616
SuperiorLongitudinalFasciculusLeft_rd,0.0009184211156881661,-3.5877609043859113
SagittalStratumLeft_rd,0.0011271677375099434,-3.5162580243780144
ExternalCapsuleLeft_rd,0.0051461412640790415,-2.964723311590918
GenuCorpusCallosumLeft_rd,0.00882076928976941,-2.7573288830145506
BodyCorpusCallosumLeft_rd,0.015730868871297453,-2.5254310235270294
SpleniumCorpusCallosumLeft_rd,0.03252669535801522,-2.2169329345384896
RetrolenticularInternalCapsuleLeft_rd,0.01812841956988848,-2.4668539156443527
TapatumLeft_rd,0.009075818277794823,-2.7461429832491824
CAUDATE NUCLEUS left_rd,0.008103600203617544,-2.7904718269834996
THALAMUS left_rd,0.047050370829654714,-2.050780875455486
SUPERIOR PARIETAL GYRUS right (gm)_rd,0.015301641949122757,-2.5367702433249177
CINGULATE GYRUS right (gm)_rd,0.0010751446028428873,-3.5328060839599797
SUPERIOR FRONTAL GYRUS right (gm)_rd,0.0009863727146076672,-3.5629057881436053
MIDDLE FRONTAL GYRUS right (gm)_rd,0.0001542070084478846,-4.190670786743516
INFERIOR FRONTAL GYRUS right (gm)_rd,0.0007820937041709294,-3.643469261743198
PRECENTRAL GYRUS right (gm)_rd,0.01579833683941476,-2.5236744396823725
POSTCENTRAL GYRUS right (gm)_rd,0.027231238994451235,-2.2944721529705694
ANGULAR GYRUS right  (gm)_rd,0.004069785805772221,-3.0528420516715875
PRE-CUNEUS right  (gm)_rd,0.003800214947453395,-3.078350352264506
CUNEUS right  (gm)_rd,0.042946247361923505,-2.092543652450042
SUPERIOR OCCIPITAL GYRUS right  (gm)_rd,0.014301701709681976,-2.5643581908183606
INFERIOR TEMPORAL GYRUS right   (gm)_rd,0.01756374936512198,-2.4799847470966188
MIDDLE TEMPORAL GYRUS right   (gm)_rd,0.002213146089882714,-3.276306078956881
LATERAL FRONTO-ORBITAL GYRUS right   (gm)_rd,0.0073333050157683224,-2.8292565647145613
MIDDLE FRONTO-ORBITAL GYRUS right   (gm)_rd,0.003808172996484522,-3.0775731965686655
SUPRAMARGINAL GYRUS right  (gm)_rd,0.004070673997983083,-3.052760670430529
GYRUS RECTUS right  (gm)_rd,0.0007587153627230934,-3.653954033292921
AMYGDALA right_rd,0.018532226221473092,-2.4576900465458853
HIPPOCAMPUS right_rd,0.025022098184615572,-2.330885648862337
PosteriorThalamicRadiationRight_rd,0.020391730726360757,-2.4177003170566476
AnteriorCoronaRadiataRight_rd,0.0005810183469089833,-3.745664387691781
SuperiorCoronaRadiataRight_rd,0.003552325768264795,-3.103361432285066
PosteriorCoronaRadiataRight_rd,0.023405872063760665,-2.359405096314313
CingulumRight_rd,0.00015625510625358362,-4.186320157382853
CingulumHippocampalRight_rd,0.047389504678718435,-2.0474742838074365
FornixStriaTerminalisRight_rd,0.03408219843311648,-2.1962990127209943
SuperiorLongitudinalFasciculusRight_rd,0.00304346588464831,-3.1603381969488296
SagittalStratumRight_rd,0.009617469999440936,-2.723322946155083
ExternalCapsuleRight_rd,0.037986470966106696,-2.147971464634841
UncinateFasciculusRight_rd,0.007255008422512683,-2.8334088617651743
GenuCorpusCallosumRight_rd,0.010167154292780478,-2.7013501499095383
BodyCorpusCallosumRight_rd,0.023132418211812014,-2.364404996889564
